Subcorpus	Filename	Year data collection	Sex	Age	School/University/Institution	Major	Year at university/school	L1	Variety of native language (country)	Father's native language	Mother's native language	Languages spoken at home	Any foreign language?	Foreign language	Proficiency (self-assessment) in foreign language speaking	Proficiency (self-assessment) in foreign language listening	Proficiency (self-assessment) in foreign language reading	Proficiency (self-assessment) in foreign language writing	Proficiency (self-assessment)	Additional foreign language(s)	Proficiency (self-assessment) in additional language speaking	Proficiency (self-assessment) in additional language listening	Proficiency (self-assessment) in additional language reading	Proficiency (self-assessment) in additional language writing	Medium	Task number	Task title	Writing/audio details	Minutes taken to complete the task	Resources used	Text	Original text
Native	EN_WR_27_13_SM	2017	Female	27	Texas Woman's University	Doctor of Physical Therapy	2	English	American English	English	Spanish	English	Yes	""	""	""	""	""	6 / 6	""	""	""	""	""	Written	13	13. Frog	written_online	2	""	One day a boy and his dog said good night to their pet frog. In the morning, he realized the frog had gone missing. He searched all over for his pet frog, and could not find him. He went into the woods to look for his pet frog. He climbed on top of a rock and leaned over into some branches in search of that darn frog. Suddenly, he was startled by what he thought to be branches but instead it was a  Deer! He fell off the rock into a pond. He climbed out of the pond with his dog at his side and found a family of tiny frogs! The mom, dad and baby frogs all in a row. He picked one up said goodbye to the family and started on his way home with his new pet frog.	
Native	EN_WR_27_14_JJ	2017	Male	27	St. Edward's University - Austin, TX	Finance	2012	English	American English	English	English	English	Yes	Spanish	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	15	""	"Mr. Chaplin, wearing a half-decent suit, was casually strolling down a back alley, avoiding trash and debris that people were tossing out of their windows down to the trash cans below that he was next to. As one of the people dropped their trash right on top of him basically, his cigar was knocked out of his hand. He stepped away and then begun digging in his tobacco tin to find another one to smoke, having to sift through 4 or 5 half smoked cigars he had left in there. He removed his gloves to light it, and for some reason decided to trash the gloves afterward. He then peeked over to his left and discovered a baby bundled up inn rags crying next to another trash can. Turning around, he saw a woman with a carriage and another baby. He ran over to her and tried to leave the baby he found in the carriage with the baby already in it, however the woman rushed up to him and began shooing him away as it was not her baby. Mr. Chaplin then thought he'd go put the baby back where he found it, but a police officer happened to wander by and give him a stare as if to say ""what the hell are you doing leaving a baby there!?"" So Mr. Chaplin quickly picked the baby back up and started retracing his steps to see if he could find the baby's parents or someone more suited to take care of the baby. He found a not so clean elderly man in a suit with a cane and handed him the baby, then took off running. Ironically the man he gave the baby too, discovered the woman with the carriage from before and left the baby in the carriage as Mr. Chaplin had done before. Mr. Chaplin then happened to run into the police officer again and began walking quickly in the other direction, which happened to be just beyond the woman and the carriage. As the woman turned each direction to try and find whoever had left the baby in her carriage again, she spotted Mr. Chaplin and chased him down, knocking him to the ground and then pummeling him with her umbrella, as she was under the impression it was Mr. Chaplin who had tried to sneak the baby into her carriage for a second time. She demanded he take the baby back when the police officer wanders by again. Mr. Chaplin, afraid he would be in trouble, took the baby back and walked away from both the woman and police officer. He found a curb to sit on near a storm drain. He looked at the storm drain, then back at the baby, then back at the storm drain, thinking to himself... ""what if..."" However, his better senses prevailed and he looked at the baby thinking, ""I could never do that to you!"" He then found a note in the rags covering the baby that read, ""Please love and care for this orphan child."" Joyful music began to play in the background as he cradled the baby and started walking back to his home to provide at least a temporary place to care for the sweet child."	
Native	EN_WR_27_14_RNC	2017	Female	27	University of Arizona	Middle Eastern and North African Studies	Completed Master's Degree	English	American English	English	English	English	Yes	Arabic	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	6	""	"Charlie Chaplin walked along a side street as residents tossed garbage out of their windows.  Some garbage hit Chaplin, and he responded angrily, calling the person an ""awkward ass.""  He then removed a tin from his pocket, and removed a cigar from it, took off his gloves, lit the cigar, and looked to his left where he saw a crying baby.  He searched for the baby's parents, and brought it to a random woman with a baby carriage.  She angrily told him the baby wasn't hers, and forced him to remove it.  Chaplin proceeded to try and abandon the baby, but was was forced to keep it because a police officer threatened to arrest him.  He then left the baby with a homeless man, who abandoned the baby with the woman with the carriage again.  The woman with the carriage assumed that Chaplin had abandoned the baby again, and complained to a police officer about Chaplin's actions.  Chaplin, fearing potential of legal recourse, sat on a street corner pondering what to do with the child.  He discovered a message in the blanket the child was wrapped in asking that someone care for the orphaned child.  Chaplin then stood up and walked away, taking the child with him."	
Native	EN_SP_28_13_KRK	2017	Female	28	PSU LING 521	German and Language Science (PhD)	1	English	American English	English	English	English	Yes	German	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	6 / 6	French	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	Spoken	13	13. Frog	spoken_online	1	""	one day / a little boy found a frog and he brought it back to his room / he put it in a jar / next to his bed / uh and he and his dog looked at it / then he went to bed / while he was sleeping / the frog escaped from the jar / the frog climbed out of the jar and when the little boy and his dog woke up in the morning / the frog was no longer in the jar / so they went to look for the frog / the boy and his dog they looked in the woods / they looked next to a beehive and in a tree / they looked on top of a rock / and under a rock / and then the boy grabbed what he trought it was a branch / but it was actually the antler of a deer / and then / the boy uh / was on top of the deer and then he then fell off / of a little cliff with his dog and he fell into a pond / he fell into the pond / uh but they weren't hurt and then they pulled themselves / out of the water / onto a log / and while the boy / and his dog were sitting on the log / they looked and they saw / a frog / and a frog family / and so then he realize that the frog that he had found the day before and put in the jar had a family at the pond / so he and his dog left the frog and his family at the pond / and waved goodbye	
Native	EN_WR_28_14_KP	2017	Male	28	Florida Atlantic University	Management	""	English	American English	English	English	English	Yes	Spanish	A1 (lower beginner)	A2 (upper beginner)	A2 (upper beginner)	A1 (lower beginner)	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	2	""	The man was walking and randomly some bricks fell from the top of a building. He looked up to see how'd it fall but couldn't find anything. A few feet further, he saw a baby laying on the ground, wrapped up, by himself. He picked the baby up and looked for the caretaker, but no one was around. Then, a mother with a carriage, already carrying one baby, passed by, so he immediately assumed it must be hers and dropped the abandoned baby in the carriage. She freaked out, and took the baby out. He tried to give the baby up a few more times, but in the end, he decided to keep it and care for it as he found a note saying to do so for the orphan child.	
Native	EN_WR_29_13_RM	2017	Female	29	""	""	""	English	American English	English	English	English	Yes	German	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	6 / 6	""	""	""	""	""	Written	13	13. Frog	written_online	10	Spellchecker	"One day there was a boy who wanted a frog. He asked his mom to take him to the pet store and there the purchased a “freshly-caught” frog as advertised by the pet store owner. That night the boy tucked his frog into a glass fish bowl and told the frog ""Goodnight, Tucker"". He decided the Frog's name would be Tucker. As the boy slept Tucker climbed out of the fish bowl and made a daring escape. The next morning when the boy awoke he realized Tucker had run away. The boy was upset but his mother told him to go looking for his frog. He called out to it across his back yard ""Tucker!!, where are ya, boy!?"" He looked in a hollow tree and checked behind a rock. Then a bush from behind the rock began to move. There was a thunderous noise and the boy realized that the bushes were really the antlers of a stag! The boy cried out as the stag’s antler caught his clothing and dragged him across the meadow to an edge of a cliff. Suddenly the boy was falling and he thought he might die. Luckily, he splashed into the water of the creek.  <br/> The boy was able to swim to the edge of a creek bed but his clothes were soaked. He gathered himself and continued to look for Tucker. Suddenly he heard a ""Ribbit"" Then two more. He looked down and realized Tucker was sitting under a log watching him. Right next to him was a lady frog and many little frog babies. Tucker was a Father! The boy was sad to leave but he knew that Tucker had a family just like the boy. He remembered then that he was late for dinner. He waved goodbye to Tucker and hurried to get back home, he hoped supper would be waiting. It had been a long day."	
Native	EN_WR_29_14_CC	2018	Female	29	Johns Hopkins University	""	""	English	American English	English	English	English	Yes	Spanish	A2 (upper beginner)	A2 (upper beginner)	B1 (lower intermediate)	A2 (upper beginner)	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	3	""	Charlie Chaplin enters, walking down the street and smoking a cigarette. Some stuff falls on his head from a window above, and knocks the cigarette to the ground. He looks for a new one from a small case in his pocket. He takes off his gloves and throws them in a trashcan on the side of the alley. Suddenly, he sees a baby wrapped in blankets laying near the trash cans. He picks up the baby and, wanting to get rid of it, places it in the baby carriage of a woman nearby. She rejects him, and he tries to put the baby back in the alley, but a police man stops him from leaving the baby there. He then tries to pass the baby off to another man walking down the street, and this man tries the same trick of dropping off the baby in the woman's baby carriage. The second man runs away, and the woman blames Charlie, giving the baby back to him. At the end, Charlie sits with the baby on the curb, and finds a note that says the baby is an orphan, and leaves the last scene carrying the baby.	
Native	EN_WR_29_14_SW	2017	Female	29	St. Edward's University	English Education	Completed bachelor's degree	English	American English	English	English	English	Yes	""	""	""	""	""	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	5	""	Charlie Chaplin, with a cane and cigar, walks by a home while someone is sweeping debris out of the window.  He moves to avoid getting hit.  Ge adjusts his hat, bends his cane, and is hit by debris from a different angle.  He looks around to see from where the material came and then takes his cigarette holder out of his pocket.  He rummages around in the tin before taking out a cigarette, tapping it on the closed tin, and placing it in his mouth.   He finds his matches in his pocket but removes his gloves before striking one on the sole of his shoe.  He then throws the match in a trash can, followed by his gloves.  He looks down and sees a crying baby wrapped in a blanket.  He inspects the baby, looks up at the buildings, and picks the baby up at the same time a woman turns the corner with a pram carrying a small child.  He runs after the woman and places the baby in the pram with her child when she steps away.  She returns and tells him that it is not her baby and she leaves with the pram and child.  Chaplin remains holding the infant.  He places the baby back on the ground where it was found just as a police officer appears behind him.  When Chaplin turns and sees the officer, he picks the baby up again and walks away.  He sees an old man and stops beside him, handing him the baby and pretending to fix his shoe.  He then runs away and the old man, stuck with the baby, follows.  He hides in a shed and the old man places the baby in the woman's pram with her older child as she has once again stepped away.  Chaplin leaves the shed and attempts to go back the way he came but runs into the officer again.  He turns around and makes his way to the street, passing the pram as the woman notices she has the baby.  She chases after him and beats him with her umbrella before dragging him back to the pram.  While arguing about the infant, the police officer arrives and Chaplin takes the baby and returns to the alley with the homes.  The woman with the pram leaves and the officer remains on the sidewalk.  Chaplin drops his cane and sits down on the curb to pick it up.  It is here that he notices the storm drain and raises the grate, looks at the baby, and closes the grate once again.  He finds a slip of paper, attached to the blanket wrapped around the baby, which says to love and care for the orphan.  He then cradles the baby, picks up his cane, and walks away with a smile.	
Native	EN_SP_30_13_EKS	2017	Male	30	Pennsylvania State University	Psychology/Statistics	3	English	American English	Korean	Korean	English	Yes	Korean	B1 (lower intermediate)	B2 (upper intermediate)	A1 (lower beginner)	A2 (upper beginner)	6 / 6	""	""	""	""	""	Spoken	13	13. Frog	spoken_online	5	""	one day a frog sat in a jar / contemplating about his life on how he got there / earlier that day Billy and his dog xxx  had caught the frog and put him in his jar / the frog thought / I just wait 'til night and escape / and when night came / the frog let out of the jar / said peace out Billy / and left / when Billy woke the next morning / he was mortified to find the frog was gone / he called for xxx and went to the woods where he found the frog previously trying to find the frog / they looked far and wide and Billy climbed a rock where he previously found the frog / but / he slipped / and fell down / into a lake / but he managed to swim to shore onto a log / and there he saw the frog / and / left the frog alone / and had a good day	
Native	EN_WR_30_13_LB	2017	Female	30	""	""	""	English	American English	Spanish	English	English	Yes	Spanish	C1 (lower advanced)	C2 (upper advanced)	B2 (upper intermediate)	B1 (lower intermediate)	6 / 6	""	""	""	""	""	Written	13	13. Frog	written_online	15	""	"One day Tommy and his dog found a frog. Tommy wanted to keep his new frog secure, so he put it in a jar for safekeeping. Little did Tommy know that the frog was a talented escape artist. The frog waited for night to fall, and just as Tommy drifted off to sleep, made his run for it.  <br/>  <br/> Tommy awoke to an empty jar. ""Oh no! We must go find our frog!"" He exclaimed to  dog. ""He could be anywhere!"" <br/>  <br/> Tommy and his dog set out on a journey to  locate their absent amphibian. ""Frooooog! Where areeeeee youuuuuu!"" yelled Tommy at the top of his lungs. He yelled through the bees and looked in the trees. He hopped on some rocks, and without even noticing, grabbed onto the antlers of a moose! The moose, naturally having no tolerance for children or dogs, promptly pitched Tommy and his dog into the soggy marsh below. *Splash!* <br/>  <br/> Luckily, both Tommy and his dog knew how to swim. They quickly paddled over to the nearest piece of land, dragging their soppy selves over a hollow log in the process.  <br/>  <br/> ""Dog! Look! We found him, we found frog"" Tommy exclaimed. ""I never thought I would be grateful to a moose for pushing us over a cliff, but today I am!"" <br/>  <br/> Tommy and dog had no only found the frog, but the frog's entire family! Now it all made sense to Tommy: Just as he lived at his house with his dog and family, the frog just wanted to do the exact same thing."	
Native	EN_WR_30_14_BA	2017	Male	30	Grand Canyon University	Counseling Psychology	6	English	American English	English	English	English	Yes	Spanish	B2 (upper intermediate)	B2 (upper intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	6	""	Charlie Chaplin was walking down an alley. People from the homes above were throwing trash onto the alley which almost hit Charlie as he was walking. At the end of the street he did ultimately get hit by trash which someone threw from the window above. He then decided to pull out a box of old cigars and smoke them. It looked like it was a cloudy day out or there was a lot of smoke in the air, despite the film being in black and white.	
Native	EN_WR_32_13_AL	2017	Female	32	Central Bible College	Cultural Anthropology	Graduated	English	American English	English	English	English	Yes	Spanish	B2 (upper intermediate)	B2 (upper intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	6 / 6	""	""	""	""	""	Written	13	13. Frog	written_online	35	Internet	One day little Johnny and his dog, whom he called Bashful, were admiring his newly found pet frog which he had tucked away in a little jar for himself. They sat and watched as he would ribbit and make little movements in the jar. After a while, Johnny crawled into bed and fell asleep. Meanwhile, the frog was planning his escape. He quietly lifted his leg up and pushed himself out of the jar and hopped away.  <br/>  <br/> The next morning, Johnny awoke to find that his little frog had run off. He was sad. He set out to find the little frog again, along with his dog Bashful. They headed out into the woods next to the house in search of him. Johnny crawled up trees, he climbed up rocks, he called out to the little frog but he was nowhere to be found.  <br/>  <br/> As he was calling out for the little frog, all of a sudden, a large animal came bursting up the rock where he was standing, charging at him and sending him and his dog flying off the rock and into the water below! They landed in the stream with a big splash! Just on the other side of the stream there sat a hallow log. Johnny decided to crawl up on the log, thinking it could be the perfect place to find his little frog. As he pulled himself up over the log and looked on the other side, he was pleased to find that there sat, not only his little frog that he had found and captured, but a little family of frogs of all different sizes.  <br/>  <br/> Johnny leaned down and scooped up one of the little ones into his hands to carry home again and keep in a little jar for himself. As Johnny and Bashful were crossing the stream to head home, they looked back and waved goodbye to the other frogs who were now perched on top of the log, looking out at them as they headed off. They would miss their little son but knew that he would be safe with his new friend who loved him very much.	
Native	EN_WR_33_14_KS	2018	Female	33	Bremen University	Education	1	English	American English	English	English	English	Yes	German	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	B2 (upper intermediate)	6 / 6	French	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	Written	14	14. Chaplin	written_online	3	""	Charles Chaplin is a walking in a street and things are being thrown out of windows around him. He is smoking and playing with is cane, then stops to look around and light a cigar.  The throws his gloves in the garbage, looks around and finds a baby laying by a garbage can. He picks up the baby then sees a woman pushing a stroller and puts that baby in her stroller. The baby is not hers, they argue.  As he is putting the baby back on the ground a police office comes, so he picks up the baby and runs off. He hands the baby over to an older man who then sees the woman pushing the stroller and puts the baby back in the stroller. Chaplin walks by and the woman chases him. He takes the baby back, sits on the curb of the road and finds a note in the babys blanket. The baby is an orphan. He seems happier with the situation, cuddles the baby and walks off happily.	
Native	EN_WR_36_13_RN	2017	Female	36	I graduated a long time ago	""	""	English	American English	English	English	English	Yes	""	""	""	""	""	6 / 6	""	""	""	""	""	Written	13	13. Frog	written_online	30	""	Timmy was proud of his new pet frog.  He loved looking at Frog’s big jumping legs and smooth, green skin.  He stayed up late watching Frog in his jar house.  “Tomorrow I will get you an even bigger house, Frog,” Timmy promised.  “But now I have to go to bed.” <br/> But that night, when everyone was asleep, something unexpected happened! <br/> When Timmy awoke, he peered over the side of the bed to see Frog.  Frog was gone!  His jar house was empty.  Timmy gazed at the empty jar house with disappointment and sadness.  “I miss Frog already!  I will go find him,” Timmy declared. <br/> Timmy quickly changed out of his pajamas and ran outside.  Timmy called out for Frog.  “Frog, where are you?  Frog, it’s Timmy!  Frog, I’m here to get you!”  But Timmy did not hear Frog.  Not even one croak could be heard in the meadow. <br/> Timmy looked further, entering the forest.  Could Frog be in a tree?  Timmy searched and searched, high and low, in every place he could think of. <br/> “Frog, it’s Timmy!  Where are you?”  Timmy climbed up a big rock to help him see deeper into the forest. <br/> Just then, the sticks Timmy was holding onto started to move!  Timmy fell into the sticks and was lifted into the air!  The sticks weren’t sticks, they were the antlers of a deer! <br/> The deer carried Timmy away from the rock and to the edge of a cliff.  Timmy was afraid of what would happen next.  And then suddenly the deer flung his head forward, and Timmy was launched over the cliff.  “Aaaaaaaaaaaaaah!” Timmy cried as he fell through the air. <br/> Splash!!  Timmy landed in a pond of water. <br/> “Well, that wasn’t so bad,” Timmy said as he climbed out of the pond.  He was tired from calling and searching and climbing and falling and wading.  Timmy laid over a big log on the edge of the pond to rest. <br/> To his surprise, on the other side of the log was Frog!  Timmy was not tired any more, he was excited!  “Frog!” Timmy exclaimed.  “Frog, I found you!  Who are these with you?”  Timmy saw so many frogs.  “Frog, is this your family?”  Timmy realized why Frog had left in the middle of the night.  Frog had a frog family, with baby frogs and a wife frog.  Frog missed his frog family, so he went back to them in the forest.  “Oh Frog, you missed your frog family.  Your frog babies need you here in the forest by the pond.  You need to stay here to live with them.  But I will miss you, too.”  Timmy looked sad, but then he noticed that one of Frog’s frog babies had hopped over to him and was sitting right next to Timmy’s hand.  “I wish you could come home with me instead, Frog Baby,” Timmy said as a tear fell down his cheek.  The frog baby hopped onto Timmy’s lap.  “Do you want to come with me?” Timmy asked.  “Won’t your family miss you?”  Timmy looked at Frog.  Frog’s big throat puffed out in a bubble.  As if to show that Frog Baby should go with Timmy, Frog croaked with a big, loud, deep CROAK!! <br/> Timmy jumped up and picked up Frog Baby.  “Thank you, Frog!” Timmy said as he happily picked up Frog Baby.  “I will take good, good care of Frog Baby and visit you in this forest all the time,” Timmy said.  “Frog Baby can live in the jar house, which is big for him because he is so little.  Thank you, Frog!  Thank you, frog family!”  Timmy cuddled Frog Baby near his cheek and kissed Frog Baby on the head.  “We can go home together,” he said.  Timmy turned towards home with Frog Baby in his hand.  As he waded back across the pond, he turned to wave to Frog and his frog family one more time.  They all sat on the log and croaked to say good-bye.  “Goodbye, frog family!” called Timmy.  And together Timmy and Frog Baby set off for home for a few adventure together.  The end.	
Native	EN_WR_38_14_MF	2017	Female	38	UCLA, McGill, University of Alberta	linguistics	""	English	Canadian	English	English	English	Yes	French	C1 (lower advanced)	B1 (lower intermediate)	C1 (lower advanced)	C1 (lower advanced)	6 / 6	Dutch	B2 (upper intermediate)	A2 (upper beginner)	B2 (upper intermediate)	B1 (lower intermediate)	Written	14	14. Chaplin	written_online	5	""	"We open on Charlie Chaplin walking down a back alley in which people are quite regularly throwing garbage out their windows. When he is hit by flying trash, Chaplin takes a moment to collect himself and have a smoke. This pause by the garbage cans leads him to discover a baby left by the garbage, wrapped in blankets. Chaplin is shocked that someone would throw a baby out a window like the other trash, and looks up and around for the source. Fortunately, moments later a woman with a carriage happens by. He runs after her, telling her she's dropped something. She denies it and Charlie tries to put the baby in her carriage regardless. She argues until he agrees to take the baby away again -- first nearly making off with the woman's baby! -- and brings it back where he found it.  <br/>  <br/> Just as he is laying the baby back among the trashcans, a police officer happens along, and, believing Charlie Chaplin to be the original abandoner of the baby, scolds him and apparently threatens him in such a ways as to convince him to pick the child back up again.  <br/>  <br/> Around the corner, Chaplin encounters an old man with a cane. He hands the baby to the man, indicating a need to tie his shoe, and as soon as the man has the baby, Charlie Chaplin runs off again, apparently free at last. However, it is not to be. The old man finds the same woman with her carriage, and, as her back is turned, tries the same trick, leaving the child behind in her carriage just as Charlie reappears on the scene. Naturally the woman believes him to have placed the baby in her carriage, and he is forced by the returning police officer to pick it up yet again. <br/>  <br/> Discouraged, and having dropped his cane in a gutter, Chaplin sits down on the curb. He briefly considers dropping the child down into the sewer, but this prospect is too cruel. Instead, he discovers among the blankets a note which reads ""Please love and care for this orphan child"". As the music turns sentimental, Charlie's heart is changed, and he tenderly carries the child with him and out of sight."	
Native	EN_WR_39_14_MR	2017	Female	39	Universidad del Norte	International Relations	2016	English	American English	English	English	English, Spanish	Yes	Spanish	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	6 / 6	French	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	Written	14	14. Chaplin	written_online	3	""	Charlie is walking along when pieces of bricks fall from the sky.  The disturbance of the bricks causes him to notice there is a baby laying on the ground.  He picks up the child and attempts to find the mother of the child, he mistakenly assumes that the child belongs to woman pushing a stroller but she already has her baby.  He then attempts to return the child to the place that he found it but sees a police officer,  leaves with the child and passes the child off to another man that he passes.  The second man then attempts to chase Charlie to give the baby back, can't find him but he also sees the woman pushing the stroller and yet again the child is left in her stroller.  She then sees Charlie and assumes that he once again tried to leave the baby with her so she scolds him.  He takes the baby back and sits down on the curb, considers putting the baby in a storm drain and then decides against it.  He then finds a note left in the blankets and realizes that the baby was abandoned.  At that point it appears that he decides to love and care for the child.	
Native	EN_WR_40_13_DB	2017	Male	40	Univ. of Waikato	Double major Eng./Hist. + 2nd BA in Law. MA in applied linguistics	""	English	New Zealand	Samoan, English	English	Chinese, English	Yes	Korean	B1 (lower intermediate)	B1 (lower intermediate)	A2 (upper beginner)	A2 (upper beginner)	6 / 6	Chinese	A2 (upper beginner)	A2 (upper beginner)	A1 (lower beginner)	A1 (lower beginner)	Written	13	13. Frog	written_online	25	""	The pet frog <br/> One day a little boy received a gift. It was a frog in a jar. He loved the frog and he and his dog looked at it for hours. Eventually the boy and his dog fell asleep, but while they were sleeping, the frog escaped from the jar. When the boy and his dog awoke, the jar was empty.  <br/> They searched high and low calling “here froggy froggy”, but to no avail. The boy climbed to the top of some rocks, so that his voice would carry further. He held on to some branches to steady himself. Suddenly, the branches started moving. They weren’t branches at all, but a stag’s antlers! Feeling the boy holding its antlers the stag reared up. The boy fell between the stag’s antlers onto the animal’s head blocking its eyesight. The stag ran to the edge of a cliff, stopped suddenly and threw its head down. The boy slid off into the river below, along with his dog (which had been running alongside the stag and couldn’t stop in time).  <br/> Luckily, the river at the bottom of the cliff was deep, but not fast. The boy and his dog clambered out of the river onto a log without difficulty. On the other side of the log they saw the frog! It was with its frog wife and many frog children. The frog said “I can’t go with you because I have to take care of my family. But if you promise to be kind you can take one of my kids if they want to go. Just as long as they can come back to visit” One of the baby frogs was curious about the world and said “I’ll go!” The boy said goodbye to the frog family and went home with his dog and a new baby frog. <br/> The End	
Native	EN_WR_41_13_MD	2017	Female	41	Duke University	psychology/cognitive neuroscience	PhD	English	American English	English	English	English	Yes	Russian	A2 (upper beginner)	B1 (lower intermediate)	A2 (upper beginner)	A2 (upper beginner)	6 / 6	Spanish	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	Written	13	13. Frog	written_online	10	""	One day a boy and his dog captured a frog. They were so intrigued by the frog that they captured it and kept it in the boy's room. But when the boy went to sleep that evening, the frog escaped. In the morning, the boy and his dog awoke to discover that the frog was gone!  The boy was very upset and set out to look for his frog. He tried calling for the frog. He searched in trees and on rocks for the frog. He even got help from a friendly deer who put him on the right path. Once in the pond, the boy found his frog and his frog's family. When he realized that his big frog was a frog daddy, the boy knew his family needed him. So he said goodbye and headed home with his trusty dog.	
Native	EN_SP_42_13_CNJ	2017	Female	42	PSU LING 521 (instructor)	German	NA	English	American English	English	English	English	Yes	German	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	6 / 6	Dutch	B2 (upper intermediate)	B2 (upper intermediate)	C1 (lower advanced)	B1 (lower intermediate)	Spoken	13	13. Frog	spoken_online	1	""	one day a boy and his dog got a frog / uh and put the frog in a jar and had a great time looking at the frog / then they went to sleep and over night the frog decides to xxx out of the jar / uh and such when the boy and the / f= dog wake up in the morning they were realizing the frog is gone / uh so they're going to the xxx into the forest uh just tryin' to find the frog and they call frog where are you / uh and then they climb over or go over to a tree and the boy looks into the tree / uh doesn't see the frog there and the dog goes to a different tree and in the process knocks down a beehive / uh but they can't find the frog so they continue looking / and then they / climb upon onto a rock and try to look for the frog there / uh and the boy holds onto something that he thinks it's a stick but then he rediscovers that they're deer antlers / uh but the deer is none too trilled that the boy is on top of him / so he dumps the boy in the river / and the dog goes with him uh they follow the river curb plumb / uh but they quickly get out of the river / uh and climb over to a new log and when they climb over the log there voila they see a frog and now it's not just a frog that's his entire family / and that's the point which the boy and the dog realize well you know / it's probably better for the frog with his new family to stay in the forest so they waved goodbye and go back home	
Native	EN_WR_43_14_MSC	2017	Male	43	Sheridan College	Musical Theatre	1994	English	Canadian	English	English	English	Yes	Spanish	B1 (lower intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B1 (lower intermediate)	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	10	""	"The scene opens with Charlie passing through an alley, where he has the misfortune of narrowly avoiding, and then actually bearing the brunt of a load of trash falling upon his head, dumped from a window above. As he stops to collect himself and enjoy a cigarette butt, one of many he has apparently collected in his travels, it becomes apparent to the viewer that he is quite poor. His clothes are old, disheveled, and worn-through, his gloves so much so that he tosses them out without a second thought. <br/>  <br/> Before long, Charlie happens upon a baby wrapped in a blanket which someone has left next to a dumpster. He picks up the baby with the intention of finding its owner and before long sees a two-seat pram with just one baby inside being pushed by an older woman. When the woman ducks into a doorway out of sight, Charlie places the baby in the pram. Unfortunately, just seconds later the old woman returns, sees what Charlie has done and harshly reproaches him. <br/>  <br/> There are a couple more instances where Charlie tries to get rid of the baby but is thwarted again and again by the old woman, another street person, and also by a police officer walking his beat. Eventually, tired of trying, Charlie is sitting on a curb next to a sewer grate. For a moment he considers tossing the baby down the hole but thankfully reconsiders. At that point, he finds a note in the baby's breast pocket which states, ""Please love and care for this poor orphan child"".  <br/>  <br/> In this final scene, we see Charlie's demeanor flipflop as he develops an on-the-spot paternal instinct, and as the clip draws to an end it becomes clear that the baby has found a home."	
Native	EN_WR_46_14_AD	2020	Female	46	UGR	MESLE (Estudios uperiores de la lengua española)	Master's program (finishing this year, 2020)	English	American English	English	English	Spanish	Yes	Spanish	C1 (lower advanced)	C2 (upper advanced)	C2 (upper advanced)	C1 (lower advanced)	6 / 6	German	A1 (lower beginner)	A2 (upper beginner)	A2 (upper beginner)	A1 (lower beginner)	Written	14	14. Chaplin	written_online	6	""	"Charlie Chaplin was walking by a building when some stuff fell on him (it looked like from construction or something). After that he lit up a cigarette and then he saw a baby left lying on the ground, wrapped up in a blanket. He then picked up the baby, trying to figure out what to do with it when he turned around to see a policeman standing there, watching him, to see what he would do (he was going to set the baby on the ground and leave, but picked it up again). The policeman moved on and a woman walked by, pushing a baby carriage with her own child inside. He tried to put the baby in there too, but the woman yelled at him so he took it out and held it again, trying to think what he should do with it. So then, as he was walking in town, he saw a older gentleman walking with a cane, to whom he gave the child. When the older man realized what Charlie had given him, he freaked out, not wanting to be responsible for a baby. Next, the older man saw the same baby carriage from before, which was in front of a store, where the woman was. So the older man put the baby in the baby carriage and took off quickly. When the woman came out of the store and saw the baby she got mad, which was just when Charlie was walking by. She was yelling at Charlie to take the baby just when the same policeman came by, so Charlie again picked up the baby and walked elsewhere. Last, he sat down on the sidewalk trying to think of his next move and even contemplating putting the baby in the grate (where water flows) in the street, when he noticed a paper stuck in the baby's clothing, which said something about ""please love and take care of this orphan child."" When he read that he smiled and held the baby close to his heart."	
